machine_id,vibration,temperature,pressure,up_time,down_time,status,last_maintenance_date,factory_id
M040,2.95,75,176,6559,57,Needs Maintenance,2024-03-04,251
M022,0.68,107,123,5729,90,Failed,2024-10-11,251
M046,0.28,102,147,3545,38,Needs Maintenance,2024-11-24,252
M020,0.65,62,132,1738,0,Operational,2024-12-31,252
M006,1.62,67,190,9020,0,Operational,2024-11-05,252
M005,1.26,84,178,6414,0,Operational,2024-02-10,252
M016,0.67,73,198,9188,0,Operational,2024-05-11,252
M042,2.79,79,143,7480,0,Operational,2024-11-18,252
M013,1.69,61,179,8845,0,Operational,2024-05-25,252
M037,1.21,112,160,8591,85,Failed,2024-09-11,252
M046,0.28,102,147,3545,38,Needs Maintenance,2024-04-17,252
M048,1.09,102,194,5087,0,Operational,2024-05-10,252
M005,1.26,84,178,6414,0,Operational,2024-09-26,253
M039,2.71,63,109,7048,0,Operational,2024-08-18,253
M003,1.13,113,107,4038,55,Failed,2024-11-27,253
M017,2.2,101,123,8681,0,Operational,2024-01-17,253
M023,0.52,81,165,3727,17,Failed,2024-09-07,253
M002,2.8,95,102,5011,46,Failed,2024-12-27,253
M037,1.21,112,160,8591,85,Failed,2024-04-20,253
M043,2.86,108,141,2442,41,Failed,2024-11-19,253
M013,1.69,61,179,8845,0,Operational,2024-03-13,253
M030,2.08,101,174,2970,74,Needs Maintenance,2024-12-18,253
M011,1.96,85,106,8906,0,Operational,2024-12-20,254
M040,2.95,75,176,6559,57,Needs Maintenance,2024-07-27,254
M025,2.07,68,177,9054,71,Needs Maintenance,2024-07-29,254
M020,0.65,62,132,1738,0,Operational,2024-04-29,254
M037,1.21,112,160,8591,85,Failed,2024-03-21,254
M044,2.5,105,152,2105,50,Failed,2024-08-18,254
M037,1.21,112,160,8591,85,Failed,2024-02-29,254
M013,1.69,61,179,8845,0,Operational,2024-07-11,254
M042,2.79,79,143,7480,0,Operational,2024-02-14,254
M034,2.71,120,193,2864,35,Needs Maintenance,2024-12-19,254
M040,2.95,75,176,6559,57,Needs Maintenance,2024-12-29,255
M022,0.68,107,123,5729,90,Failed,2024-08-28,255
M033,2.45,113,128,3782,23,Failed,2024-01-11,255
M028,2.67,101,115,2787,27,Failed,2024-11-12,255
M017,2.2,101,123,8681,0,Operational,2024-05-13,255
M017,2.2,101,123,8681,0,Operational,2024-06-25,255
M034,2.71,120,193,2864,35,Needs Maintenance,2024-03-29,255
M010,1.13,120,182,7579,0,Operational,2024-03-21,255
M012,0.45,109,172,7876,0,Operational,2024-08-03,255
M036,0.62,61,113,3618,0,Operational,2024-12-07,255
M019,2.05,114,159,8781,0,Operational,2024-08-13,256
M029,1.27,98,108,4450,27,Failed,2024-02-13,256
M029,1.27,98,108,4450,27,Failed,2024-11-11,256
M028,2.67,101,115,2787,27,Failed,2024-12-13,256
M028,2.67,101,115,2787,27,Failed,2024-07-14,256
M009,0.3,79,128,4982,78,Needs Maintenance,2024-11-16,256
M013,1.69,61,179,8845,0,Operational,2024-10-24,256
M012,0.45,109,172,7876,0,Operational,2024-01-18,256
M028,2.67,101,115,2787,27,Failed,2024-07-01,256
M005,1.26,84,178,6414,0,Operational,2024-05-25,256
M028,2.67,101,115,2787,27,Failed,2024-08-28,257
M039,2.71,63,109,7048,0,Operational,2024-03-31,257
M032,0.67,71,198,3685,44,Needs Maintenance,2024-04-23,257
M022,0.68,107,123,5729,90,Failed,2024-12-22,257
M008,2.95,100,149,5055,86,Failed,2024-05-25,257
M028,2.67,101,115,2787,27,Failed,2024-09-11,257
M041,0.4,112,148,8699,75,Needs Maintenance,2024-04-17,257
M047,0.73,118,152,6104,98,Needs Maintenance,2024-02-11,257
M003,1.13,113,107,4038,55,Failed,2024-01-23,257
M031,0.53,97,142,6378,0,Operational,2024-09-09,257
M040,2.95,75,176,6559,57,Needs Maintenance,2024-11-26,258
M015,2.32,99,166,8487,0,Operational,2024-03-18,258
M025,2.07,68,177,9054,71,Needs Maintenance,2024-12-13,258
M022,0.68,107,123,5729,90,Failed,2024-01-27,258
M038,2.06,117,101,1139,0,Operational,2024-07-04,258
M024,0.54,91,187,9145,0,Operational,2024-03-31,258
M040,2.95,75,176,6559,57,Needs Maintenance,2024-09-27,258
M029,1.27,98,108,4450,27,Failed,2024-11-02,258
M039,2.71,63,109,7048,0,Operational,2024-09-06,258
M033,2.45,113,128,3782,23,Failed,2024-12-19,258
M035,1.25,78,172,2345,8,Needs Maintenance,2024-04-20,259
M006,1.62,67,190,9020,0,Operational,2024-09-21,259
M047,0.73,118,152,6104,98,Needs Maintenance,2024-04-03,259
M011,1.96,85,106,8906,0,Operational,2024-10-12,259
M027,0.36,102,146,9776,66,Failed,2024-01-28,259
M021,0.39,76,153,4004,52,Failed,2024-01-29,259
M050,2.26,77,184,7966,0,Operational,2024-10-31,259
M014,0.57,84,109,9624,0,Operational,2024-11-18,259
M034,2.71,120,193,2864,35,Needs Maintenance,2024-11-04,259
M037,1.21,112,160,8591,85,Failed,2024-04-18,259
M018,2.69,93,178,5200,0,Operational,2024-02-13,260
M006,1.62,67,190,9020,0,Operational,2024-12-05,260
M023,0.52,81,165,3727,17,Failed,2024-06-07,260
M013,1.69,61,179,8845,0,Operational,2024-09-19,260
M012,0.45,109,172,7876,0,Operational,2024-08-11,260
M040,2.95,75,176,6559,57,Needs Maintenance,2024-02-15,260
M028,2.67,101,115,2787,27,Failed,2024-01-13,260
M017,2.2,101,123,8681,0,Operational,2024-07-03,260
M021,0.39,76,153,4004,52,Failed,2024-06-05,260
M038,2.06,117,101,1139,0,Operational,2024-05-29,260
M043,2.86,108,141,2442,41,Failed,2024-10-21,261
M041,0.4,112,148,8699,75,Needs Maintenance,2024-07-11,261
M016,0.67,73,198,9188,0,Operational,2024-06-24,261
M049,0.34,92,144,3120,0,Operational,2024-12-28,261
M040,2.95,75,176,6559,57,Needs Maintenance,2024-07-06,261
M027,0.36,102,146,9776,66,Failed,2024-07-01,261
M002,2.8,95,102,5011,46,Failed,2024-09-28,261
M049,0.34,92,144,3120,0,Operational,2024-10-03,261
M007,2.85,64,105,5697,80,Needs Maintenance,2024-09-25,261
M002,2.8,95,102,5011,46,Failed,2024-06-27,261
M043,2.86,108,141,2442,41,Failed,2024-09-24,262
M029,1.27,98,108,4450,27,Failed,2024-09-07,262
M041,0.4,112,148,8699,75,Needs Maintenance,2024-12-22,262
M020,0.65,62,132,1738,0,Operational,2024-01-25,262
M031,0.53,97,142,6378,0,Operational,2024-03-13,262
M024,0.54,91,187,9145,0,Operational,2024-10-05,262
M018,2.69,93,178,5200,0,Operational,2024-12-09,262
M032,0.67,71,198,3685,44,Needs Maintenance,2024-11-26,262
M019,2.05,114,159,8781,0,Operational,2024-02-17,262
M046,0.28,102,147,3545,38,Needs Maintenance,2024-01-25,262
M021,0.39,76,153,4004,52,Failed,2024-09-20,263
M013,1.69,61,179,8845,0,Operational,2024-11-29,263
M033,2.45,113,128,3782,23,Failed,2024-08-10,263
M049,0.34,92,144,3120,0,Operational,2024-06-28,263
M036,0.62,61,113,3618,0,Operational,2024-03-26,263
M040,2.95,75,176,6559,57,Needs Maintenance,2024-05-25,263
M030,2.08,101,174,2970,74,Needs Maintenance,2024-04-27,263
M004,1.74,89,176,7578,100,Failed,2024-12-21,263
M030,2.08,101,174,2970,74,Needs Maintenance,2024-10-19,263
M034,2.71,120,193,2864,35,Needs Maintenance,2024-05-26,263
M040,2.95,75,176,6559,57,Needs Maintenance,2024-05-08,264
M027,0.36,102,146,9776,66,Failed,2024-11-12,264
M005,1.26,84,178,6414,0,Operational,2024-12-16,264
M045,2.18,72,181,3275,0,Operational,2024-08-01,264
M029,1.27,98,108,4450,27,Failed,2024-11-27,264
M005,1.26,84,178,6414,0,Operational,2024-02-24,264
M023,0.52,81,165,3727,17,Failed,2024-10-07,264
M044,2.5,105,152,2105,50,Failed,2024-06-30,264
M042,2.79,79,143,7480,0,Operational,2024-05-04,264
M044,2.5,105,152,2105,50,Failed,2024-10-05,264
M001,0.59,77,181,4250,75,Needs Maintenance,2024-10-26,265
M035,1.25,78,172,2345,8,Needs Maintenance,2024-01-08,265
M041,0.4,112,148,8699,75,Needs Maintenance,2024-02-15,265
M001,0.59,77,181,4250,75,Needs Maintenance,2024-04-29,265
M020,0.65,62,132,1738,0,Operational,2024-03-08,265
M028,2.67,101,115,2787,27,Failed,2024-09-07,265
M043,2.86,108,141,2442,41,Failed,2024-08-07,265
M048,1.09,102,194,5087,0,Operational,2024-09-17,265
M028,2.67,101,115,2787,27,Failed,2024-11-22,265
M043,2.86,108,141,2442,41,Failed,2024-12-19,265
M045,2.18,72,181,3275,0,Operational,2024-10-26,266
M037,1.21,112,160,8591,85,Failed,2024-01-15,266
M004,1.74,89,176,7578,100,Failed,2024-03-30,266
M045,2.18,72,181,3275,0,Operational,2024-09-06,266
M036,0.62,61,113,3618,0,Operational,2024-11-10,266
M039,2.71,63,109,7048,0,Operational,2024-04-01,266
M042,2.79,79,143,7480,0,Operational,2024-08-01,266
M032,0.67,71,198,3685,44,Needs Maintenance,2024-08-01,266
M037,1.21,112,160,8591,85,Failed,2024-03-16,266
M046,0.28,102,147,3545,38,Needs Maintenance,2024-09-14,266
M028,2.67,101,115,2787,27,Failed,2024-09-22,267
M034,2.71,120,193,2864,35,Needs Maintenance,2024-11-01,267
M043,2.86,108,141,2442,41,Failed,2024-08-10,267
M021,0.39,76,153,4004,52,Failed,2024-08-22,267
M015,2.32,99,166,8487,0,Operational,2024-09-30,267
M045,2.18,72,181,3275,0,Operational,2024-01-06,267
M008,2.95,100,149,5055,86,Failed,2024-06-28,267
M005,1.26,84,178,6414,0,Operational,2024-09-21,267
M013,1.69,61,179,8845,0,Operational,2024-03-28,267
M036,0.62,61,113,3618,0,Operational,2024-06-03,267
M037,1.21,112,160,8591,85,Failed,2024-07-27,268
M003,1.13,113,107,4038,55,Failed,2024-03-01,268
M028,2.67,101,115,2787,27,Failed,2024-07-11,268
M005,1.26,84,178,6414,0,Operational,2024-10-05,268
M033,2.45,113,128,3782,23,Failed,2024-09-10,268
M031,0.53,97,142,6378,0,Operational,2024-08-03,268
M031,0.53,97,142,6378,0,Operational,2024-09-11,268
M018,2.69,93,178,5200,0,Operational,2024-08-20,268
M012,0.45,109,172,7876,0,Operational,2024-02-02,268
M021,0.39,76,153,4004,52,Failed,2024-09-25,268
M043,2.86,108,141,2442,41,Failed,2024-03-09,269
M034,2.71,120,193,2864,35,Needs Maintenance,2024-02-02,269
M049,0.34,92,144,3120,0,Operational,2025-01-01,269
M039,2.71,63,109,7048,0,Operational,2024-11-04,269
M005,1.26,84,178,6414,0,Operational,2024-03-18,269
M032,0.67,71,198,3685,44,Needs Maintenance,2024-10-27,269
M005,1.26,84,178,6414,0,Operational,2024-11-18,269
M010,1.13,120,182,7579,0,Operational,2024-04-21,269
M043,2.86,108,141,2442,41,Failed,2024-08-06,269
M050,2.26,77,184,7966,0,Operational,2024-04-21,269
M046,0.28,102,147,3545,38,Needs Maintenance,2024-02-17,270
M034,2.71,120,193,2864,35,Needs Maintenance,2024-07-18,270
M031,0.53,97,142,6378,0,Operational,2024-01-14,270
M025,2.07,68,177,9054,71,Needs Maintenance,2024-05-29,270
M036,0.62,61,113,3618,0,Operational,2024-12-10,270
M021,0.39,76,153,4004,52,Failed,2024-10-17,270
M036,0.62,61,113,3618,0,Operational,2024-04-14,270
M042,2.79,79,143,7480,0,Operational,2024-06-14,270
M033,2.45,113,128,3782,23,Failed,2024-10-16,270
M006,1.62,67,190,9020,0,Operational,2024-05-22,270
M028,2.67,101,115,2787,27,Failed,2024-03-31,271
M045,2.18,72,181,3275,0,Operational,2024-01-05,271
M015,2.32,99,166,8487,0,Operational,2024-09-13,271
M030,2.08,101,174,2970,74,Needs Maintenance,2024-07-04,271
M041,0.4,112,148,8699,75,Needs Maintenance,2024-06-13,271
M031,0.53,97,142,6378,0,Operational,2024-07-02,271
M009,0.3,79,128,4982,78,Needs Maintenance,2024-07-16,271
M049,0.34,92,144,3120,0,Operational,2024-10-21,271
M020,0.65,62,132,1738,0,Operational,2024-09-01,271
M025,2.07,68,177,9054,71,Needs Maintenance,2024-06-03,271
M012,0.45,109,172,7876,0,Operational,2024-12-27,272
M031,0.53,97,142,6378,0,Operational,2024-11-18,272
M002,2.8,95,102,5011,46,Failed,2024-10-03,272
M035,1.25,78,172,2345,8,Needs Maintenance,2024-04-07,272
M002,2.8,95,102,5011,46,Failed,2024-10-25,272
M030,2.08,101,174,2970,74,Needs Maintenance,2024-02-07,272
M042,2.79,79,143,7480,0,Operational,2024-11-26,272
M022,0.68,107,123,5729,90,Failed,2024-12-08,272
M033,2.45,113,128,3782,23,Failed,2024-07-17,272
M040,2.95,75,176,6559,57,Needs Maintenance,2024-01-05,272
M007,2.85,64,105,5697,80,Needs Maintenance,2024-06-07,273
M019,2.05,114,159,8781,0,Operational,2024-06-06,273
M036,0.62,61,113,3618,0,Operational,2024-04-22,273
M045,2.18,72,181,3275,0,Operational,2024-12-27,273
M050,2.26,77,184,7966,0,Operational,2024-02-22,273
M034,2.71,120,193,2864,35,Needs Maintenance,2024-07-24,273
M015,2.32,99,166,8487,0,Operational,2024-05-11,273
M018,2.69,93,178,5200,0,Operational,2024-02-21,273
M048,1.09,102,194,5087,0,Operational,2024-05-25,273
M039,2.71,63,109,7048,0,Operational,2024-07-09,273
M017,2.2,101,123,8681,0,Operational,2024-03-18,274
M042,2.79,79,143,7480,0,Operational,2024-11-24,274
M035,1.25,78,172,2345,8,Needs Maintenance,2024-03-17,274
M028,2.67,101,115,2787,27,Failed,2024-01-13,274
M004,1.74,89,176,7578,100,Failed,2024-11-01,274
M028,2.67,101,115,2787,27,Failed,2024-10-15,274
M029,1.27,98,108,4450,27,Failed,2024-03-01,274
M026,0.37,109,131,3285,15,Failed,2024-07-25,274
M020,0.65,62,132,1738,0,Operational,2024-11-19,274
M049,0.34,92,144,3120,0,Operational,2024-01-27,274
M033,2.45,113,128,3782,23,Failed,2024-07-11,275
M026,0.37,109,131,3285,15,Failed,2024-10-26,275
M014,0.57,84,109,9624,0,Operational,2024-06-20,275
M046,0.28,102,147,3545,38,Needs Maintenance,2024-05-17,275
M050,2.26,77,184,7966,0,Operational,2024-05-04,275
M001,0.59,77,181,4250,75,Needs Maintenance,2024-01-22,275
M029,1.27,98,108,4450,27,Failed,2024-12-27,275
M050,2.26,77,184,7966,0,Operational,2024-05-26,275
M048,1.09,102,194,5087,0,Operational,2024-08-05,275
M038,2.06,117,101,1139,0,Operational,2024-11-30,275
M043,2.86,108,141,2442,41,Failed,2024-06-06,276
M019,2.05,114,159,8781,0,Operational,2024-09-03,276
M035,1.25,78,172,2345,8,Needs Maintenance,2024-09-18,276
M026,0.37,109,131,3285,15,Failed,2024-07-31,276
M040,2.95,75,176,6559,57,Needs Maintenance,2024-03-09,276
M034,2.71,120,193,2864,35,Needs Maintenance,2024-12-05,276
M001,0.59,77,181,4250,75,Needs Maintenance,2024-01-07,276
M016,0.67,73,198,9188,0,Operational,2024-05-13,276
M024,0.54,91,187,9145,0,Operational,2024-11-23,276
M043,2.86,108,141,2442,41,Failed,2024-04-26,276
M049,0.34,92,144,3120,0,Operational,2024-08-22,277
M004,1.74,89,176,7578,100,Failed,2024-04-21,277
M044,2.5,105,152,2105,50,Failed,2024-01-23,277
M009,0.3,79,128,4982,78,Needs Maintenance,2024-10-20,277
M050,2.26,77,184,7966,0,Operational,2024-01-19,277
M017,2.2,101,123,8681,0,Operational,2024-02-22,277
M004,1.74,89,176,7578,100,Failed,2024-03-11,277
M019,2.05,114,159,8781,0,Operational,2024-03-05,277
M005,1.26,84,178,6414,0,Operational,2024-12-01,277
M031,0.53,97,142,6378,0,Operational,2024-01-12,277
M022,0.68,107,123,5729,90,Failed,2024-07-18,278
M006,1.62,67,190,9020,0,Operational,2024-08-30,278
M022,0.68,107,123,5729,90,Failed,2024-09-26,278
M050,2.26,77,184,7966,0,Operational,2024-08-24,278
M028,2.67,101,115,2787,27,Failed,2024-03-08,278
M009,0.3,79,128,4982,78,Needs Maintenance,2024-09-01,278
M015,2.32,99,166,8487,0,Operational,2024-11-05,278
M016,0.67,73,198,9188,0,Operational,2024-11-29,278
M017,2.2,101,123,8681,0,Operational,2024-01-02,278
M026,0.37,109,131,3285,15,Failed,2024-06-17,278
M017,2.2,101,123,8681,0,Operational,2024-06-23,279
M014,0.57,84,109,9624,0,Operational,2024-02-22,279
M038,2.06,117,101,1139,0,Operational,2024-10-15,279
M021,0.39,76,153,4004,52,Failed,2024-11-17,279
M020,0.65,62,132,1738,0,Operational,2024-06-08,279
M033,2.45,113,128,3782,23,Failed,2024-06-04,279
M017,2.2,101,123,8681,0,Operational,2024-10-23,279
M001,0.59,77,181,4250,75,Needs Maintenance,2024-07-05,279
M021,0.39,76,153,4004,52,Failed,2024-07-03,279
M044,2.5,105,152,2105,50,Failed,2024-08-11,279
M029,1.27,98,108,4450,27,Failed,2024-07-12,280
M039,2.71,63,109,7048,0,Operational,2024-07-12,280
M024,0.54,91,187,9145,0,Operational,2024-12-02,280
M007,2.85,64,105,5697,80,Needs Maintenance,2024-04-25,280
M022,0.68,107,123,5729,90,Failed,2024-10-13,280
M029,1.27,98,108,4450,27,Failed,2024-07-21,280
M010,1.13,120,182,7579,0,Operational,2024-03-17,280
M031,0.53,97,142,6378,0,Operational,2024-06-01,280
M038,2.06,117,101,1139,0,Operational,2024-06-02,280
M009,0.3,79,128,4982,78,Needs Maintenance,2024-02-26,280
M035,1.25,78,172,2345,8,Needs Maintenance,2024-03-29,281
M004,1.74,89,176,7578,100,Failed,2024-04-24,281
M004,1.74,89,176,7578,100,Failed,2024-05-15,281
M023,0.52,81,165,3727,17,Failed,2024-03-20,281
M002,2.8,95,102,5011,46,Failed,2024-08-26,281
M038,2.06,117,101,1139,0,Operational,2024-06-05,281
M015,2.32,99,166,8487,0,Operational,2024-11-16,281
M002,2.8,95,102,5011,46,Failed,2024-03-08,281
M035,1.25,78,172,2345,8,Needs Maintenance,2024-09-29,281
M027,0.36,102,146,9776,66,Failed,2024-12-22,281
M037,1.21,112,160,8591,85,Failed,2024-05-16,282
M021,0.39,76,153,4004,52,Failed,2024-10-14,282
M016,0.67,73,198,9188,0,Operational,2024-12-18,282
M025,2.07,68,177,9054,71,Needs Maintenance,2024-08-12,282
M026,0.37,109,131,3285,15,Failed,2024-04-29,282
M039,2.71,63,109,7048,0,Operational,2024-12-08,282
M037,1.21,112,160,8591,85,Failed,2024-08-07,282
M049,0.34,92,144,3120,0,Operational,2024-03-17,282
M021,0.39,76,153,4004,52,Failed,2024-07-29,282
M023,0.52,81,165,3727,17,Failed,2024-03-14,282
M032,0.67,71,198,3685,44,Needs Maintenance,2024-04-08,283
M050,2.26,77,184,7966,0,Operational,2024-01-08,283
M011,1.96,85,106,8906,0,Operational,2024-06-17,283
M015,2.32,99,166,8487,0,Operational,2024-09-21,283
M040,2.95,75,176,6559,57,Needs Maintenance,2024-05-26,283
M011,1.96,85,106,8906,0,Operational,2024-03-14,283
M021,0.39,76,153,4004,52,Failed,2024-01-27,283
M029,1.27,98,108,4450,27,Failed,2024-12-03,283
M003,1.13,113,107,4038,55,Failed,2024-05-15,283
M042,2.79,79,143,7480,0,Operational,2024-10-19,283
M012,0.45,109,172,7876,0,Operational,2024-11-16,284
M049,0.34,92,144,3120,0,Operational,2024-08-23,284
M017,2.2,101,123,8681,0,Operational,2024-10-06,284
M042,2.79,79,143,7480,0,Operational,2024-02-28,284
M017,2.2,101,123,8681,0,Operational,2024-10-30,284
M046,0.28,102,147,3545,38,Needs Maintenance,2024-01-07,284
M005,1.26,84,178,6414,0,Operational,2024-08-09,284
M036,0.62,61,113,3618,0,Operational,2024-06-19,284
M023,0.52,81,165,3727,17,Failed,2024-04-29,284
M008,2.95,100,149,5055,86,Failed,2025-01-01,284
M020,0.65,62,132,1738,0,Operational,2024-11-28,285
M023,0.52,81,165,3727,17,Failed,2024-01-30,285
M026,0.37,109,131,3285,15,Failed,2024-05-15,285
M039,2.71,63,109,7048,0,Operational,2024-11-02,285
M025,2.07,68,177,9054,71,Needs Maintenance,2024-10-06,285
M044,2.5,105,152,2105,50,Failed,2024-07-08,285
M021,0.39,76,153,4004,52,Failed,2024-03-28,285
M001,0.59,77,181,4250,75,Needs Maintenance,2024-11-10,285
M013,1.69,61,179,8845,0,Operational,2024-07-20,285
M009,0.3,79,128,4982,78,Needs Maintenance,2024-11-24,285
M030,2.08,101,174,2970,74,Needs Maintenance,2024-04-21,286
M045,2.18,72,181,3275,0,Operational,2024-09-20,286
M020,0.65,62,132,1738,0,Operational,2024-01-05,286
M029,1.27,98,108,4450,27,Failed,2024-12-25,286
M034,2.71,120,193,2864,35,Needs Maintenance,2024-03-23,286
M015,2.32,99,166,8487,0,Operational,2024-03-13,286
M023,0.52,81,165,3727,17,Failed,2024-11-27,286
M017,2.2,101,123,8681,0,Operational,2024-07-30,286
M045,2.18,72,181,3275,0,Operational,2024-10-29,286
M047,0.73,118,152,6104,98,Needs Maintenance,2024-10-13,286
M016,0.67,73,198,9188,0,Operational,2024-02-05,287
M009,0.3,79,128,4982,78,Needs Maintenance,2024-06-16,287
M022,0.68,107,123,5729,90,Failed,2024-01-11,287
M023,0.52,81,165,3727,17,Failed,2024-07-16,287
M024,0.54,91,187,9145,0,Operational,2024-02-29,287
M005,1.26,84,178,6414,0,Operational,2024-12-31,287
M017,2.2,101,123,8681,0,Operational,2024-09-05,287
M040,2.95,75,176,6559,57,Needs Maintenance,2024-12-12,287
M019,2.05,114,159,8781,0,Operational,2024-06-08,287
M006,1.62,67,190,9020,0,Operational,2024-03-17,287
M044,2.5,105,152,2105,50,Failed,2024-06-28,288
M038,2.06,117,101,1139,0,Operational,2024-04-20,288
M026,0.37,109,131,3285,15,Failed,2024-07-23,288
M015,2.32,99,166,8487,0,Operational,2024-07-02,288
M041,0.4,112,148,8699,75,Needs Maintenance,2024-12-28,288
M003,1.13,113,107,4038,55,Failed,2024-06-02,288
M015,2.32,99,166,8487,0,Operational,2024-11-12,288
M023,0.52,81,165,3727,17,Failed,2024-05-06,288
M026,0.37,109,131,3285,15,Failed,2024-11-09,288
M032,0.67,71,198,3685,44,Needs Maintenance,2024-11-13,288
M033,2.45,113,128,3782,23,Failed,2024-02-09,289
M046,0.28,102,147,3545,38,Needs Maintenance,2024-03-15,289
M042,2.79,79,143,7480,0,Operational,2024-02-20,289
M012,0.45,109,172,7876,0,Operational,2024-06-10,289
M028,2.67,101,115,2787,27,Failed,2024-10-22,289
M033,2.45,113,128,3782,23,Failed,2024-07-11,289
M042,2.79,79,143,7480,0,Operational,2024-12-16,289
M003,1.13,113,107,4038,55,Failed,2024-02-11,289
M020,0.65,62,132,1738,0,Operational,2024-08-19,289
M003,1.13,113,107,4038,55,Failed,2024-11-01,289
M038,2.06,117,101,1139,0,Operational,2024-02-09,290
M028,2.67,101,115,2787,27,Failed,2024-02-03,290
M039,2.71,63,109,7048,0,Operational,2024-11-23,290
M049,0.34,92,144,3120,0,Operational,2024-08-25,290
M050,2.26,77,184,7966,0,Operational,2024-07-27,290
M012,0.45,109,172,7876,0,Operational,2024-06-04,290
M044,2.5,105,152,2105,50,Failed,2024-08-31,290
M009,0.3,79,128,4982,78,Needs Maintenance,2024-06-29,290
M041,0.4,112,148,8699,75,Needs Maintenance,2024-12-29,290
M039,2.71,63,109,7048,0,Operational,2024-10-18,290
M012,0.45,109,172,7876,0,Operational,2024-02-06,291
M023,0.52,81,165,3727,17,Failed,2024-11-02,291
M019,2.05,114,159,8781,0,Operational,2024-02-16,291
M025,2.07,68,177,9054,71,Needs Maintenance,2024-09-03,291
M001,0.59,77,181,4250,75,Needs Maintenance,2024-04-07,291
M046,0.28,102,147,3545,38,Needs Maintenance,2024-10-24,291
M006,1.62,67,190,9020,0,Operational,2024-10-30,291
M023,0.52,81,165,3727,17,Failed,2024-12-25,291
M001,0.59,77,181,4250,75,Needs Maintenance,2024-03-26,291
M036,0.62,61,113,3618,0,Operational,2024-09-23,291
M020,0.65,62,132,1738,0,Operational,2024-08-24,292
M029,1.27,98,108,4450,27,Failed,2024-09-21,292
M044,2.5,105,152,2105,50,Failed,2024-01-25,292
M007,2.85,64,105,5697,80,Needs Maintenance,2024-11-28,292
M013,1.69,61,179,8845,0,Operational,2024-10-10,292
M043,2.86,108,141,2442,41,Failed,2024-06-05,292
M021,0.39,76,153,4004,52,Failed,2024-07-20,292
M031,0.53,97,142,6378,0,Operational,2024-09-22,292
M015,2.32,99,166,8487,0,Operational,2024-11-17,292
M013,1.69,61,179,8845,0,Operational,2024-02-11,292
M008,2.95,100,149,5055,86,Failed,2024-11-28,293
M018,2.69,93,178,5200,0,Operational,2024-12-12,293
M023,0.52,81,165,3727,17,Failed,2024-03-12,293
M036,0.62,61,113,3618,0,Operational,2024-04-11,293
M008,2.95,100,149,5055,86,Failed,2024-02-23,293
M034,2.71,120,193,2864,35,Needs Maintenance,2024-02-17,293
M049,0.34,92,144,3120,0,Operational,2024-01-19,293
M001,0.59,77,181,4250,75,Needs Maintenance,2024-05-06,293
M030,2.08,101,174,2970,74,Needs Maintenance,2024-11-09,293
M050,2.26,77,184,7966,0,Operational,2024-08-24,293
M013,1.69,61,179,8845,0,Operational,2024-12-18,294
M021,0.39,76,153,4004,52,Failed,2024-02-24,294
M037,1.21,112,160,8591,85,Failed,2024-04-22,294
M026,0.37,109,131,3285,15,Failed,2024-07-02,294
M015,2.32,99,166,8487,0,Operational,2024-05-01,294
M028,2.67,101,115,2787,27,Failed,2024-05-07,294
M024,0.54,91,187,9145,0,Operational,2024-09-02,294
M016,0.67,73,198,9188,0,Operational,2024-07-19,294
M036,0.62,61,113,3618,0,Operational,2024-11-05,294
M009,0.3,79,128,4982,78,Needs Maintenance,2024-11-28,294
M041,0.4,112,148,8699,75,Needs Maintenance,2024-11-05,295
M018,2.69,93,178,5200,0,Operational,2024-08-17,295
M003,1.13,113,107,4038,55,Failed,2024-04-08,295
M017,2.2,101,123,8681,0,Operational,2024-06-17,295
M048,1.09,102,194,5087,0,Operational,2024-07-28,295
M002,2.8,95,102,5011,46,Failed,2024-10-24,295
M030,2.08,101,174,2970,74,Needs Maintenance,2024-01-22,295
M023,0.52,81,165,3727,17,Failed,2024-10-21,295
M050,2.26,77,184,7966,0,Operational,2024-09-14,295
M005,1.26,84,178,6414,0,Operational,2024-05-13,295
M018,2.69,93,178,5200,0,Operational,2024-04-28,296
M028,2.67,101,115,2787,27,Failed,2024-06-21,296
M042,2.79,79,143,7480,0,Operational,2024-11-26,296
M038,2.06,117,101,1139,0,Operational,2024-11-19,296
M049,0.34,92,144,3120,0,Operational,2024-04-08,296
M038,2.06,117,101,1139,0,Operational,2024-12-20,296
M032,0.67,71,198,3685,44,Needs Maintenance,2024-10-15,296
M002,2.8,95,102,5011,46,Failed,2024-09-30,296
M016,0.67,73,198,9188,0,Operational,2024-08-29,296
M045,2.18,72,181,3275,0,Operational,2024-03-29,296
M006,1.62,67,190,9020,0,Operational,2024-06-22,297
M012,0.45,109,172,7876,0,Operational,2024-05-23,297
M022,0.68,107,123,5729,90,Failed,2024-01-12,297
M003,1.13,113,107,4038,55,Failed,2024-01-29,297
M037,1.21,112,160,8591,85,Failed,2024-01-11,297
M025,2.07,68,177,9054,71,Needs Maintenance,2024-10-18,297
M014,0.57,84,109,9624,0,Operational,2024-08-18,297
M008,2.95,100,149,5055,86,Failed,2024-05-20,297
M019,2.05,114,159,8781,0,Operational,2024-08-20,297
M031,0.53,97,142,6378,0,Operational,2024-10-18,297
M024,0.54,91,187,9145,0,Operational,2024-07-28,298
M002,2.8,95,102,5011,46,Failed,2024-05-15,298
